# The following table is formatted as tab separated values. 
#GeneId	GeneName	BioType
ENSG00000135829	DHX9	protein_coding
ENSG00000135835	KIAA1614	protein_coding
ENSG00000135837	CEP350	protein_coding
ENSG00000135838	NPL	protein_coding
ENSG00000135842	FAM129A	protein_coding
ENSG00000135845	PIGC	protein_coding
ENSG00000135847	ACBD6	protein_coding
ENSG00000135862	LAMC1	protein_coding
ENSG00000135870	RC3H1	protein_coding
ENSG00000136628	EPRS	protein_coding
ENSG00000136630	HLX	protein_coding
ENSG00000136631	VPS45	protein_coding
ENSG00000136634	IL10	protein_coding
ENSG00000136636	KCTD3	protein_coding
ENSG00000136643	RPS6KC1	protein_coding
ENSG00000136653	RASSF5	protein_coding
ENSG00000137936	BCAR3	protein_coding
ENSG00000137941	TTLL7	protein_coding
ENSG00000137942	FNBP1L	protein_coding
ENSG00000137944	CCBL2	protein_coding
ENSG00000137947	GTF2B	protein_coding
ENSG00000137948	BRDT	protein_coding
ENSG00000137955	RABGGTB	protein_coding
ENSG00000137959	IFI44L	protein_coding
ENSG00000137960	GIPC2	protein_coding
ENSG00000137962	ARHGAP29	protein_coding
ENSG00000137965	IFI44	protein_coding
ENSG00000137968	SLC44A5	protein_coding
ENSG00000137970	RP11-122C9.1.1	pseudogene
ENSG00000137975	CLCA2	protein_coding
ENSG00000137976	DNASE2B	protein_coding
ENSG00000137992	DBT	protein_coding
ENSG00000137996	RTCD1	protein_coding
ENSG00000142224	IL19	protein_coding
ENSG00000142583	SLC2A5	protein_coding
ENSG00000142599	RERE	protein_coding
ENSG00000142606	MMEL1	protein_coding
ENSG00000142609	C1orf222	protein_coding
ENSG00000142611	PRDM16	protein_coding
ENSG00000142615	CELA2A	protein_coding
ENSG00000142619	PADI3	protein_coding
ENSG00000142621	FHAD1	protein_coding
ENSG00000142623	PADI1	protein_coding
ENSG00000142627	EPHA2	protein_coding
ENSG00000142632	ARHGEF19	protein_coding
ENSG00000142634	EFHD2	protein_coding
ENSG00000142655	PEX14	protein_coding
ENSG00000142657	PGD	protein_coding
ENSG00000142661	MYOM3	protein_coding
ENSG00000142669	SH3BGRL3	protein_coding
ENSG00000142675	CNKSR1	protein_coding
ENSG00000142676	RPL11	protein_coding
ENSG00000142677	IL22RA1	protein_coding
ENSG00000142684	ZNF593	protein_coding
ENSG00000142686	C1orf216	protein_coding
ENSG00000142687	KIAA0319L	protein_coding
ENSG00000142694	FAM176B	protein_coding
ENSG00000142698	C1orf94	protein_coding
ENSG00000142700	DMRTA2	protein_coding
ENSG00000142733	MAP3K6	protein_coding
ENSG00000142748	FCN3	protein_coding
ENSG00000142751	GPN2	protein_coding
ENSG00000142765	SYTL1	protein_coding
ENSG00000142784	WDTC1	protein_coding
ENSG00000142789	CELA3A	protein_coding
ENSG00000142794	NBPF3	protein_coding
ENSG00000142798	HSPG2	protein_coding
ENSG00000142856	ITGB3BP	protein_coding
ENSG00000142864	SERBP1	protein_coding
ENSG00000142867	BCL10	protein_coding
ENSG00000142871	CYR61	protein_coding
ENSG00000142875	PRKACB	protein_coding
ENSG00000142892	PIGK	protein_coding
ENSG00000142910	TINAGL1	protein_coding
ENSG00000142920	ADC	protein_coding
ENSG00000142937	RPS8	protein_coding
ENSG00000142945	KIF2C	protein_coding
ENSG00000142949	PTPRF	protein_coding
ENSG00000142959	BEST4	protein_coding
ENSG00000142961	MOB3C	protein_coding
ENSG00000142973	CYP4B1	protein_coding
ENSG00000143001	TMEM61	protein_coding
ENSG00000143006	DMRTB1	protein_coding
ENSG00000143013	LMO4	protein_coding
ENSG00000143028	SYPL2	protein_coding
ENSG00000143032	BARHL2	protein_coding
ENSG00000143033	MTF2	protein_coding
ENSG00000143036	SLC44A3	protein_coding
ENSG00000143061	IGSF3	protein_coding
ENSG00000143067	ZNF697	protein_coding
ENSG00000143079	CTTNBP2NL	protein_coding
ENSG00000143093	FAM40A	protein_coding
ENSG00000143105	KCNA10	protein_coding
ENSG00000143106	PSMA5	protein_coding
ENSG00000143107	FNDC7	protein_coding
ENSG00000143110	C1orf162	protein_coding
ENSG00000143119	CD53	protein_coding
ENSG00000143125	PROK1	protein_coding
ENSG00000143126	CELSR2	protein_coding
ENSG00000143127	ITGA10	protein_coding
ENSG00000143140	GJA5	protein_coding
ENSG00000143147	GPR161	protein_coding
ENSG00000143149	ALDH9A1	protein_coding
ENSG00000143153	ATP1B1	protein_coding
ENSG00000143155	TIPRL	protein_coding
ENSG00000143156	NME7	protein_coding
ENSG00000143157	POGK	protein_coding
ENSG00000143158	BRP44	protein_coding
ENSG00000143162	CREG1	protein_coding
ENSG00000143164	DCAF6	protein_coding
ENSG00000143167	GPA33	protein_coding
ENSG00000143171	RXRG	protein_coding
ENSG00000143178	TBX19	protein_coding
ENSG00000143179	UCK2	protein_coding
ENSG00000143183	TMCO1	protein_coding
ENSG00000143184	XCL1	protein_coding
ENSG00000143185	XCL2	protein_coding
ENSG00000143190	POU2F1	protein_coding
ENSG00000143194	MAEL	protein_coding
ENSG00000143195	ILDR2	protein_coding
ENSG00000143196	DPT	protein_coding
ENSG00000143198	MGST3	protein_coding
ENSG00000143199	ADCY10	protein_coding
ENSG00000143207	RFWD2	protein_coding
ENSG00000143217	PVRL4	protein_coding
ENSG00000143222	UFC1	protein_coding
ENSG00000143224	PPOX	protein_coding
ENSG00000143226	FCGR2A	protein_coding
ENSG00000143228	NUF2	protein_coding
ENSG00000143248	RGS5	protein_coding
ENSG00000143252	SDHC	protein_coding
ENSG00000143256	PFDN2	protein_coding
ENSG00000143257	NR1I3	protein_coding
ENSG00000143258	USP21	protein_coding
ENSG00000143278	F13B	protein_coding
ENSG00000143294	PRCC	protein_coding
ENSG00000143297	FCRL5	protein_coding
ENSG00000143303	RRNAD1	protein_coding
ENSG00000143314	MRPL24	protein_coding
ENSG00000143315	PIGM	protein_coding
ENSG00000143318	CASQ1	protein_coding
ENSG00000143319	ISG20L2	protein_coding
ENSG00000143320	CRABP2	protein_coding
ENSG00000143321	HDGF	protein_coding
ENSG00000143322	ABL2	protein_coding
ENSG00000143324	XPR1	protein_coding
ENSG00000143333	RGS16	protein_coding
ENSG00000143337	TOR1AIP1	protein_coding
ENSG00000143340	FAM163A	protein_coding
ENSG00000143341	HMCN1	protein_coding
ENSG00000143344	RGL1	protein_coding
ENSG00000143353	LYPLAL1	protein_coding
ENSG00000143355	LHX9	protein_coding
ENSG00000143363	PRUNE	protein_coding
ENSG00000143365	RORC	protein_coding
ENSG00000143367	TUFT1	protein_coding
ENSG00000143368	SF3B4	protein_coding
ENSG00000143369	ECM1	protein_coding
ENSG00000143373	ZNF687	protein_coding
ENSG00000143374	TARS2	protein_coding
ENSG00000143375	CGN	protein_coding
ENSG00000143376	SNX27	protein_coding
ENSG00000143379	SETDB1	protein_coding
ENSG00000143382	ADAMTSL4	protein_coding
ENSG00000143384	MCL1	protein_coding
ENSG00000143387	CTSK	protein_coding
ENSG00000143390	RFX5	protein_coding
ENSG00000143393	PI4KB	protein_coding
ENSG00000143398	PIP5K1A	protein_coding
ENSG00000143401	ANP32E	protein_coding
ENSG00000143409	FAM63A	protein_coding
ENSG00000143412	ANXA9	protein_coding
ENSG00000143416	SELENBP1	protein_coding
ENSG00000143418	CERS2	protein_coding
ENSG00000143420	ENSA	protein_coding
ENSG00000143434	SEMA6C	protein_coding
ENSG00000143436	MRPL9	protein_coding
ENSG00000143437	ARNT	protein_coding
ENSG00000143442	POGZ	protein_coding
ENSG00000143443	C1orf56	protein_coding
ENSG00000143450	OAZ3	protein_coding
ENSG00000143452	HORMAD1	protein_coding
ENSG00000143457	GOLPH3L	protein_coding
ENSG00000143458	GABPB2	protein_coding
ENSG00000143466	IKBKE	protein_coding
ENSG00000143469	SYT14	protein_coding
ENSG00000143473	KCNH1	protein_coding
ENSG00000143476	DTL	protein_coding
ENSG00000143479	DYRK3	protein_coding
ENSG00000143486	EIF2D	protein_coding
ENSG00000143493	INTS7	protein_coding
ENSG00000143494	VASH2	protein_coding
ENSG00000143498	TAF1A	protein_coding
ENSG00000143499	SMYD2	protein_coding
ENSG00000143502	SUSD4	protein_coding
ENSG00000143507	DUSP10	protein_coding
ENSG00000143512	HHIPL2	protein_coding
ENSG00000143514	TP53BP2	protein_coding
ENSG00000143515	ATP8B2	protein_coding
ENSG00000143520	FLG2	protein_coding
ENSG00000143536	CRNN	protein_coding
ENSG00000143537	ADAM15	protein_coding
ENSG00000143543	JTB	protein_coding
ENSG00000143545	RAB13	protein_coding
ENSG00000143546	S100A8	protein_coding
ENSG00000143549	TPM3	protein_coding
ENSG00000143552	NUP210L	protein_coding
ENSG00000143553	SNAPIN	protein_coding
ENSG00000143554	SLC27A3	protein_coding
ENSG00000143556	S100A7	protein_coding
ENSG00000143569	UBAP2L	protein_coding
ENSG00000143570	SLC39A1	protein_coding
ENSG00000143575	HAX1	protein_coding
ENSG00000143578	CREB3L4	protein_coding
ENSG00000143590	EFNA3	protein_coding
ENSG00000143595	AQP10	protein_coding
ENSG00000143603	KCNN3	protein_coding
ENSG00000143612	C1orf43	protein_coding
ENSG00000143614	GATAD2B	protein_coding
ENSG00000143621	ILF2	protein_coding
ENSG00000143622	RIT1	protein_coding
ENSG00000143624	INTS3	protein_coding
ENSG00000143627	PKLR	protein_coding
ENSG00000143630	HCN3	protein_coding
ENSG00000143631	FLG	protein_coding
ENSG00000143632	ACTA1	protein_coding
ENSG00000143633	C1orf131	protein_coding
ENSG00000143641	GALNT2	protein_coding
ENSG00000143643	TTC13	protein_coding
ENSG00000143653	SCCPDH	protein_coding
ENSG00000143669	LYST	protein_coding
ENSG00000143674	RP5-862P8.2.1	protein_coding
ENSG00000143702	CEP170	protein_coding
ENSG00000143740	SNAP47	protein_coding
ENSG00000143742	SRP9	protein_coding
ENSG00000143748	NVL	protein_coding
ENSG00000143751	C1orf55	protein_coding
ENSG00000143753	DEGS1	protein_coding
ENSG00000143756	FBXO28	protein_coding
ENSG00000143761	ARF1	protein_coding
ENSG00000143768	LEFTY2	protein_coding
ENSG00000143771	CNIH4	protein_coding
ENSG00000143772	ITPKB	protein_coding
ENSG00000143774	GUK1	protein_coding
ENSG00000143776	CDC42BPA	protein_coding
ENSG00000143786	CNIH3	protein_coding
ENSG00000143793	C1orf35	protein_coding
ENSG00000143799	PARP1	protein_coding
ENSG00000143801	PSEN2	protein_coding
ENSG00000143811	PYCR2	protein_coding
ENSG00000143815	LBR	protein_coding
ENSG00000143816	WNT9A	protein_coding
ENSG00000143819	EPHX1	protein_coding
ENSG00000143839	REN	protein_coding
ENSG00000143842	SOX13	protein_coding
ENSG00000143845	ETNK2	protein_coding
ENSG00000143847	PPFIA4	protein_coding
ENSG00000143850	PLEKHA6	protein_coding
ENSG00000143851	PTPN7	protein_coding
ENSG00000143858	SYT2	protein_coding
ENSG00000143862	ARL8A	protein_coding
ENSG00000146463	ZMYM4	protein_coding
ENSG00000149527	PLCH2	protein_coding
ENSG00000150337	FCGR1A	protein_coding
ENSG00000150681	RGS18	protein_coding
ENSG00000150732	RP11-134C1.1.1	pseudogene
ENSG00000151414	NEK7	protein_coding
ENSG00000151418	ATP6V1G3	protein_coding
ENSG00000152022	LIX1L	protein_coding
ENSG00000152042	NBPF11	protein_coding
ENSG00000152061	RABGAP1L	protein_coding
ENSG00000152078	TMEM56	protein_coding
ENSG00000152092	ASTN1	protein_coding
ENSG00000152104	PTPN14	protein_coding
ENSG00000152332	UHMK1	protein_coding
ENSG00000152382	TADA1	protein_coding
ENSG00000152760	TCTEX1D1	protein_coding
ENSG00000152763	WDR78	protein_coding
ENSG00000152904	GGPS1	protein_coding
ENSG00000153029	MR1	protein_coding
ENSG00000153187	HNRNPU	protein_coding
ENSG00000153207	AHCTF1	protein_coding
ENSG00000153230	OR14K1	protein_coding
ENSG00000153363	LINC00467	processed_transcript
ENSG00000153898	MCOLN2	protein_coding
ENSG00000153904	DDAH1	protein_coding
ENSG00000153923	CLCA3P	pseudogene
ENSG00000153936	HS2ST1	protein_coding
ENSG00000154007	ASB17	protein_coding
ENSG00000154027	AK5	protein_coding
ENSG00000154198	CYP4Z2P	pseudogene
ENSG00000154222	CC2D1B	protein_coding
ENSG00000154305	MIA3	protein_coding
ENSG00000154309	DISP1	protein_coding
ENSG00000154342	WNT3A	protein_coding
ENSG00000154358	OBSCN	protein_coding
ENSG00000154370	TRIM11	protein_coding
ENSG00000154380	ENAH	protein_coding
ENSG00000154429	C1orf96	protein_coding
ENSG00000154451	GBP5	protein_coding
ENSG00000154511	FAM69A	protein_coding
ENSG00000154999	RP5-882O7.5.1	pseudogene
ENSG00000155363	MOV10	protein_coding
ENSG00000155366	RHOC	protein_coding
ENSG00000155367	PPM1J	protein_coding
ENSG00000155380	SLC16A1	protein_coding
ENSG00000155761	SPAG17	protein_coding
ENSG00000155816	FMN2	protein_coding
ENSG00000156097	GPR61	protein_coding
ENSG00000156150	ALX3	protein_coding
ENSG00000156171	DRAM2	protein_coding
ENSG00000156869	FRRS1	protein_coding
ENSG00000156875	HIAT1	protein_coding
ENSG00000156876	SASS6	protein_coding
ENSG00000157060	SHCBP1L	protein_coding
ENSG00000157064	NMNAT2	protein_coding
ENSG00000157077	ZFYVE9	protein_coding
ENSG00000157131	C8A	protein_coding
ENSG00000157181	C1orf27	protein_coding
ENSG00000157184	CPT2	protein_coding
ENSG00000157191	NECAP2	protein_coding
ENSG00000157193	LRP8	protein_coding
ENSG00000157211	CDCP2	protein_coding
ENSG00000157216	SSBP3	protein_coding
ENSG00000157330	C1orf158	protein_coding
ENSG00000157358	PRAMEF15	protein_coding
ENSG00000157870	FAM213B	protein_coding
ENSG00000157873	TNFRSF14	protein_coding
ENSG00000157881	PANK4	protein_coding
ENSG00000157911	PEX10	protein_coding
ENSG00000157916	RER1	protein_coding
ENSG00000157933	SKI	protein_coding
ENSG00000157978	LDLRAP1	protein_coding
ENSG00000158006	PAFAH2	protein_coding
ENSG00000158008	EXTL1	protein_coding
ENSG00000158014	SLC30A2	protein_coding
ENSG00000158022	TRIM63	protein_coding
ENSG00000158055	GRHL3	protein_coding
ENSG00000158062	UBXN11	protein_coding
ENSG00000158109	TPRG1L	protein_coding
ENSG00000158156	XKR8	protein_coding
ENSG00000158161	EYA3	protein_coding
ENSG00000158195	WASF2	protein_coding
ENSG00000158246	FAM46B	protein_coding
ENSG00000158286	RNF207	protein_coding
ENSG00000158292	GPR153	protein_coding
ENSG00000158315	RHBDL2	protein_coding
ENSG00000158473	CD1D	protein_coding
ENSG00000158477	CD1A	protein_coding
ENSG00000158481	CD1C	protein_coding
ENSG00000158485	CD1B	protein_coding
ENSG00000158488	CD1E	protein_coding
ENSG00000158615	PPP1R15B	protein_coding
ENSG00000158710	TAGLN2	protein_coding
ENSG00000158711	ELK4	protein_coding
ENSG00000158714	SLAMF8	protein_coding
ENSG00000158715	SLC45A3	protein_coding
ENSG00000158716	DUSP23	protein_coding
ENSG00000158731	OR10J6P	pseudogene
ENSG00000158747	NBL1	protein_coding
ENSG00000158748	HTR6	protein_coding
ENSG00000158764	ITLN2	protein_coding
ENSG00000158769	F11R	protein_coding
ENSG00000158773	USF1	protein_coding
ENSG00000158786	PLA2G2F	protein_coding
ENSG00000158793	NIT1	protein_coding
ENSG00000158796	DEDD	protein_coding
ENSG00000158816	VWA5B1	protein_coding
ENSG00000158825	CDA	protein_coding
ENSG00000158828	PINK1	protein_coding
ENSG00000158850	B4GALT3	protein_coding
ENSG00000158859	ADAMTS4	protein_coding
ENSG00000158864	NDUFS2	protein_coding
ENSG00000158869	FCER1G	protein_coding
ENSG00000158874	APOA2	protein_coding
ENSG00000158882	TOMM40L	protein_coding
ENSG00000158887	MPZ	protein_coding
ENSG00000158966	CACHD1	protein_coding
ENSG00000159023	EPB41	protein_coding
ENSG00000159164	SV2A	protein_coding
ENSG00000159166	LAD1	protein_coding
ENSG00000159173	TNNI1	protein_coding
ENSG00000159176	CSRP1	protein_coding
ENSG00000159189	C1QC	protein_coding
ENSG00000159208	C1orf51	protein_coding
ENSG00000159214	CCDC24	protein_coding
ENSG00000159339	PADI4	protein_coding
ENSG00000159346	ADIPOR1	protein_coding
ENSG00000159348	CYB5R1	protein_coding
ENSG00000159352	PSMD4	protein_coding
ENSG00000159363	ATP13A2	protein_coding
ENSG00000159377	PSMB4	protein_coding
ENSG00000159388	BTG2	protein_coding
ENSG00000159409	CELF3	protein_coding
ENSG00000159423	ALDH4A1	protein_coding
ENSG00000159445	THEM4	protein_coding
ENSG00000159450	TCHH	protein_coding
ENSG00000159455	LCE2B	protein_coding
ENSG00000159479	MED8	protein_coding
ENSG00000159516	SPRR2G	protein_coding
ENSG00000159527	PGLYRP3	protein_coding
ENSG00000159588	CCDC17	protein_coding
ENSG00000159592	GPBP1L1	protein_coding
ENSG00000159596	TMEM69	protein_coding
ENSG00000159658	KIAA0494	protein_coding
ENSG00000160049	DFFA	protein_coding
ENSG00000160050	CCDC28B	protein_coding
ENSG00000160051	IQCC	protein_coding
ENSG00000160055	TMEM234	protein_coding
ENSG00000160058	BSDC1	protein_coding
ENSG00000160062	ZBTB8A	protein_coding
ENSG00000160072	ATAD3B	protein_coding
ENSG00000160075	SSU72	protein_coding
ENSG00000160087	UBE2J2	protein_coding
ENSG00000160094	ZNF362	protein_coding
ENSG00000160097	FNDC5	protein_coding
ENSG00000160678	S100A1	protein_coding
ENSG00000160679	CHTOP	protein_coding
ENSG00000160685	ZBTB7B	protein_coding
ENSG00000160688	FLAD1	protein_coding
ENSG00000160691	SHC1	protein_coding
ENSG00000160710	ADAR	protein_coding
ENSG00000160712	IL6R	protein_coding
ENSG00000160714	UBE2Q1	protein_coding
ENSG00000160716	CHRNB2	protein_coding
ENSG00000160741	CRTC2	protein_coding
ENSG00000160752	FDPS	protein_coding
ENSG00000160753	RUSC1	protein_coding
ENSG00000160766	GBAP1	pseudogene
ENSG00000160767	FAM189B	protein_coding
ENSG00000160781	PAQR6	protein_coding
ENSG00000160783	PMF1	protein_coding
ENSG00000160785	SLC25A44	protein_coding
ENSG00000160789	LMNA	protein_coding
ENSG00000160803	UBQLN4	protein_coding
ENSG00000160818	GPATCH4	protein_coding
ENSG00000160838	LRRC71	protein_coding
ENSG00000160856	FCRL3	protein_coding
ENSG00000162365	CYP4A22	protein_coding
ENSG00000162366	PDZK1IP1	protein_coding
ENSG00000162367	TAL1	protein_coding
ENSG00000162368	CMPK1	protein_coding
ENSG00000162373	BEND5	protein_coding
ENSG00000162374	ELAVL4	protein_coding
ENSG00000162377	SELRC1	protein_coding
ENSG00000162378	ZYG11B	protein_coding
ENSG00000162383	SLC1A7	protein_coding
ENSG00000162384	C1orf123	protein_coding
ENSG00000162385	MAGOH	protein_coding
ENSG00000162390	ACOT11	protein_coding
ENSG00000162391	FAM151A	protein_coding
ENSG00000162396	PARS2	protein_coding
ENSG00000162398	C1orf177	protein_coding
ENSG00000162399	BSND	protein_coding
ENSG00000162402	USP24	protein_coding
ENSG00000162407	PPAP2B	protein_coding
ENSG00000162408	NOL9	protein_coding
ENSG00000162409	PRKAA2	protein_coding
ENSG00000162413	KLHL21	protein_coding
ENSG00000162415	ZSWIM5	protein_coding
ENSG00000162419	GMEB1	protein_coding
ENSG00000162426	SLC45A1	protein_coding
ENSG00000162430	SEPN1	protein_coding
ENSG00000162433	AK4	protein_coding
ENSG00000162434	JAK1	protein_coding
ENSG00000162437	RAVER2	protein_coding
ENSG00000162438	CTRC	protein_coding
ENSG00000162441	LZIC	protein_coding
ENSG00000162444	RBP7	protein_coding
ENSG00000162456	KNCN	protein_coding
ENSG00000162458	FBLIM1	protein_coding
ENSG00000162460	TMEM82	protein_coding
ENSG00000162461	SLC25A34	protein_coding
ENSG00000162482	AKR7A3	protein_coding
ENSG00000162490	C1orf187	protein_coding
ENSG00000162493	PDPN	protein_coding
ENSG00000162494	LRRC38	protein_coding
ENSG00000162496	DHRS3	protein_coding
ENSG00000162510	MATN1	protein_coding
ENSG00000162511	LAPTM5	protein_coding
ENSG00000162512	SDC3	protein_coding
ENSG00000162517	PEF1	protein_coding
ENSG00000162520	SYNC	protein_coding
ENSG00000162521	RBBP4	protein_coding
ENSG00000162522	KIAA1522	protein_coding
ENSG00000162526	TSSK3	protein_coding
ENSG00000162542	TMCO4	protein_coding
ENSG00000162543	UBXN10	protein_coding
ENSG00000162545	CAMK2N1	protein_coding
ENSG00000162551	ALPL	protein_coding
ENSG00000162552	WNT4	protein_coding
ENSG00000162571	TTLL10	protein_coding
ENSG00000162572	SCNN1D	protein_coding
ENSG00000162576	MXRA8	protein_coding
ENSG00000162585	C1orf86	protein_coding
ENSG00000162591	MEGF6	protein_coding
ENSG00000162592	CCDC27	protein_coding
ENSG00000162594	IL23R	protein_coding
ENSG00000162595	DIRAS3	protein_coding
ENSG00000162598	C1orf87	protein_coding
ENSG00000162599	NFIA	protein_coding
ENSG00000162600	OMA1	protein_coding
ENSG00000162601	MYSM1	protein_coding
ENSG00000162604	TM2D1	protein_coding
ENSG00000162607	USP1	protein_coding
ENSG00000162613	FUBP1	protein_coding
ENSG00000162614	NEXN	protein_coding
ENSG00000162616	DNAJB4	protein_coding
ENSG00000162618	ELTD1	protein_coding
ENSG00000162620	LRRIQ3	protein_coding
ENSG00000162621	LRRC53	protein_coding
ENSG00000162623	TYW3	protein_coding
ENSG00000162624	LHX8	protein_coding
ENSG00000162627	SNX7	protein_coding
ENSG00000162630	B3GALT2	protein_coding
ENSG00000162631	NTNG1	protein_coding
ENSG00000162636	FAM102B	protein_coding
ENSG00000162639	HENMT1	protein_coding
ENSG00000162641	AKNAD1	protein_coding
ENSG00000162642	C1orf52	protein_coding
ENSG00000162643	WDR63	protein_coding
ENSG00000162645	GBP2	protein_coding
ENSG00000162650	ATXN7L2	protein_coding
ENSG00000162654	GBP4	protein_coding
ENSG00000162664	ZNF326	protein_coding
ENSG00000162669	HFM1	protein_coding
ENSG00000162670	FAM5C	protein_coding
ENSG00000162676	GFI1	protein_coding
ENSG00000162687	KCNT2	protein_coding
ENSG00000162688	AGL	protein_coding
ENSG00000162692	VCAM1	protein_coding
ENSG00000162694	EXTL2	protein_coding
ENSG00000162695	SLC30A7	protein_coding
ENSG00000162699	DNAJA1P5	pseudogene
ENSG00000162702	ZNF281	protein_coding
ENSG00000162704	ARPC5	protein_coding
ENSG00000162706	CADM3	protein_coding
ENSG00000162711	NLRP3	protein_coding
ENSG00000162714	ZNF496	protein_coding
ENSG00000162722	TRIM58	protein_coding
